timestamp,sensor_value,label
1773222075.694869,361,a
1773222075.694897,421,a
1773222075.694916,847,a
1773222075.699573,372,a
1773222075.710997,247,a
1773222075.721815,742,a
1773222075.73583,480,a
1773222075.7434108,98,a
1773222075.755672,620,a
1773222075.765794,500,a
1773222075.778324,3,a
1773222075.787489,515,a
1773222075.798812,570,a
1773222075.810143,74,a
1773222075.821107,398,a
1773222075.831658,633,a
1773222075.842725,227,a
1773222075.854122,310,a
1773222075.864467,679,a
1773222075.875701,366,a
1773222075.887192,178,a
1773222075.8996422,688,a
1773222075.908781,513,a
1773222075.91952,128,a
1773222075.931145,718,a
1773222075.9415371,650,a
1773222075.952831,39,a
1773222075.9635682,704,a
1773222075.97491,754,a
1773222075.985764,0,a
1773222075.996844,692,a
1773222076.008346,799,a
1773222076.018836,35,a
1773222076.0299819,734,a
1773222076.041239,882,a
1773222076.051552,110,a
1773222076.065732,753,a
1773222076.0732758,912,a
1773222076.08788,243,a
1773222076.096189,697,a
1773222076.108496,950,a
1773222076.118144,246,a
1773222076.129558,611,a
1773222076.1400902,942,a
1773222076.150236,331,a
1773222076.162108,483,a
1773222076.1742342,887,a
1773222076.183328,399,a
1773222076.1947489,278,a
1773222076.205982,756,a
1773222076.216887,432,a
1773222076.227607,157,a
1773222076.2391639,635,a
1773222076.249645,504,a
1773222076.261296,7,a
1773222076.2714329,532,a
1773222076.2831528,593,a
1773222076.293151,55,a
1773222076.304277,446,a
1773222076.315285,613,a
1773222076.326603,187,a
1773222076.339287,308,a
1773222076.349171,631,a
1773222076.3602078,354,a
1773222076.370137,218,a
1773222076.382678,687,a
1773222076.392537,465,a
1773222076.403293,99,a
1773222076.4149299,693,a
1773222076.4251661,584,a
1773222076.4361532,45,a
1773222076.448429,688,a
1773222076.4586082,699,a
1773222076.469012,15,a
1773222076.480117,727,a
1773222076.491168,782,a
1773222076.505445,0,a
1773222076.5139358,706,a
1773222076.525802,863,a
1773222076.5356731,90,a
1773222076.5463831,749,a
1773222076.557497,904,a
1773222076.5683358,172,a
1773222076.579735,716,a
1773222076.591003,959,a
1773222076.601116,236,a
1773222076.613507,639,a
1773222076.6236439,945,a
1773222076.634123,316,a
1773222076.645628,478,a
1773222076.656281,938,a
1773222076.670913,381,a
1773222076.678014,323,a
1773222076.6908522,802,a
1773222076.700116,545,a
1773222076.712424,215,a
1773222076.722274,748,a
1773222076.734487,536,a
1773222076.744494,98,a
1773222076.7558,627,a
1773222076.7660701,530,a
1773222076.776939,6,a
1773222076.788613,566,a
1773222076.799534,632,a
1773222076.810017,147,a
1773222076.820972,411,a
1773222076.832574,689,a
1773222076.843858,348,a
1773222076.854113,313,a
1773222076.865823,742,a
1773222076.876111,483,a
1773222076.88698,226,a
1773222076.900345,739,a
1773222076.9090822,612,a
1773222076.920707,147,a
1773222076.9310331,752,a
1773222076.9429781,769,a
1773222076.953405,57,a
1773222076.964711,804,a
1773222076.975225,818,a
1773222076.987332,0,a
1773222076.997514,822,a
1773222077.008899,922,a
1773222077.019024,44,a
1773222077.0302238,863,a
1773222077.041196,977,a
1773222077.052266,133,a
1773222077.0654778,863,a
1773222077.0740921,1051,a
1773222077.0862951,216,a
1773222077.096202,726,a
1773222077.1083038,1045,a
1773222077.11835,324,a
1773222077.129926,637,a
1773222077.139859,1006,a
1773222077.150889,384,a
1773222077.162409,435,a
1773222077.1738482,867,a
1773222077.184052,450,a
1773222077.1949801,252,a
1773222077.206414,829,a
1773222077.216726,463,a
1773222077.230251,185,a
1773222077.2387662,608,a
1773222077.2507038,471,a
1773222077.261604,98,a
1773222077.272871,427,a
1773222077.2827468,621,a
1773222077.294561,200,a
1773222077.3047738,417,a
1773222077.316272,723,a
1773222077.326842,240,a
1773222077.3381739,420,a
1773222077.349646,824,a
1773222077.359744,525,a
1773222077.374155,257,a
1773222077.381808,869,a
1773222077.394995,585,a
1773222077.4037051,203,a
1773222077.415164,873,a
1773222077.425971,701,a
1773222077.436877,61,a
1773222077.447725,907,a
1773222077.459813,879,a
1773222077.470158,17,a
1773222077.482365,1029,a
1773222077.492393,1038,a
1773222077.503948,3,a
1773222077.513994,1019,a
1773222077.524825,1165,a
1773222077.536073,119,a
1773222077.5470872,1043,a
1773222077.559974,1267,a
1773222077.568713,199,a
1773222077.580528,957,a
1773222077.591085,1323,a
1773222077.601814,283,a
1773222077.613148,867,a
1773222077.623936,1272,a
1773222077.634593,404,a
1773222077.646015,711,a
1773222077.656631,1165,a
1773222077.668257,482,a
1773222077.678925,476,a
1773222077.6905642,1034,a
1773222077.700768,557,a
1773222077.711616,266,a
1773222077.725538,896,a
1773222077.733525,699,a
1773222077.746253,73,a
1773222077.755469,765,a
1773222077.767145,731,a
1773222077.777556,34,a
1773222077.789789,599,a
1773222077.800013,810,a
1773222077.810719,233,a
1773222077.821857,425,a
1773222077.832768,883,a
1773222077.844009,489,a
1773222077.855239,316,a
1773222077.865458,866,a
1773222077.877147,636,a
1773222077.8913028,198,a
1773222077.8990028,950,a
1773222077.911613,803,a
1773222077.920516,156,a
1773222077.9318058,898,a
1773222077.9424682,1003,a
1773222077.954057,4,a
1773222077.964854,983,a
1773222077.975952,1159,a
1773222077.986828,14,a
1773222077.99811,1043,a
1773222078.008839,1065,a
1773222078.020056,109,a
1773222078.030336,989,a
1773222078.042284,1219,a
1773222078.052429,178,a
1773222078.0641742,962,a
1773222078.077256,1268,a
1773222078.0860648,352,a
1773222078.098078,910,a
1773222078.1074822,1242,a
1773222078.119961,393,a
1773222078.1296818,748,a
1773222078.140655,1183,a
1773222078.151328,460,a
1773222078.162753,514,a
1773222078.173426,1097,a
1773222078.184384,596,a
1773222078.196036,302,a
1773222078.206532,926,a
1773222078.2177868,683,a
1773222078.2283058,79,a
1773222078.24102,773,a
1773222078.250217,743,a
1773222078.262352,22,a
1773222078.272522,618,a
1773222078.284342,789,a
1773222078.294241,217,a
1773222078.305464,490,a
1773222078.316649,887,a
1773222078.327234,431,a
1773222078.338197,345,a
1773222078.350154,895,a
1773222078.360378,618,a
1773222078.3713129,269,a
1773222078.38541,918,a
1773222078.393316,778,a
1773222078.4061801,181,a
1773222078.415203,932,a
1773222078.42716,924,a
1773222078.4370718,42,a
1773222078.4494212,1002,a
1773222078.460177,1047,a
1773222078.470058,2,a
1773222078.481199,1057,a
1773222078.49312,1184,a
1773222078.5039842,59,a
1773222078.514247,1082,a
1773222078.525219,1265,a
1773222078.5373409,159,a
1773222078.54731,1045,a
1773222078.558764,1299,a
1773222078.57219,291,a
1773222078.5806599,967,a
1773222078.592278,1286,a
1773222078.6026108,381,a
1773222078.615102,767,a
1773222078.6241841,1231,a
1773222078.6358411,444,a
1773222078.646059,524,a
1773222078.658071,1083,a
1773222078.668399,533,a
1773222078.68049,335,a
1773222078.6907861,960,a
1773222078.701073,633,a
1773222078.7122738,113,a
1773222078.7236779,828,a
1773222078.737,744,a
1773222078.745159,7,a
1773222078.7575848,649,a
1773222078.767782,791,a
1773222078.778058,215,a
1773222078.7889438,490,a
1773222078.800738,861,a
1773222078.8116999,378,a
1773222078.822869,354,a
1773222078.832937,907,a
1773222078.845185,591,a
