1772207031.552474,0,a
1772207031.566045,0,a
1772207031.573704,0,a
1772207031.573751,0,a
1772207031.573768,0,a
1772207031.573824,0,a
1772207031.5738492,0,a
1772207031.573865,0,a
1772207031.573879,0,a
1772207031.5738938,0,a
1772207031.5739079,0,a
1772207031.573921,0,a
1772207031.573934,0,a
1772207031.574136,0,a
1772207031.585516,0,a
1772207031.596117,0,a
1772207031.607178,0,a
1772207031.61819,0,a
1772207031.629121,0,a
1772207031.6401122,0,a
1772207031.651105,0,a
1772207031.6621308,0,a
1772207031.673165,0,a
1772207031.684118,0,a
1772207031.6951199,0,a
1772207031.7089689,0,a
1772207031.717314,0,a
1772207031.7287161,0,a
1772207031.739094,0,a
1772207031.750147,0,a
1772207031.7611,0,a
1772207031.772109,0,a
1772207031.783131,0,a
1772207031.7941198,0,a
1772207031.80512,0,a
1772207031.816501,0,a
1772207031.827115,0,a
1772207031.8381271,0,a
1772207031.849143,0,a
1772207031.860132,0,a
1772207031.8711941,0,a
1772207031.88212,0,a
1772207031.893117,0,a
1772207031.904097,0,a
1772207031.9151502,0,a
1772207031.9261131,0,a
1772207031.9371352,0,a
1772207031.948097,0,a
1772207031.9593441,0,a
1772207031.970166,0,a
1772207031.982105,0,a
1772207031.992128,0,a
1772207032.003181,0,a
1772207032.014132,0,a
1772207032.025121,0,a
1772207032.036381,0,a
1772207032.047117,0,a
1772207032.058111,0,a
1772207032.069122,0,a
1772207032.08011,0,a
1772207032.091155,0,a
1772207032.102141,0,a
1772207032.1131148,0,a
1772207032.1241229,0,a
1772207032.136052,0,a
1772207032.146114,0,a
1772207032.157106,0,a
1772207032.16814,0,a
1772207032.179159,0,a
1772207032.190155,0,a
1772207032.201151,0,a
1772207032.239527,0,a
1772207032.239616,0,a
1772207032.23966,0,a
1772207032.2657259,0,a
1772207032.2657962,0,a
1772207032.268297,0,a
1772207032.278207,0,a
1772207032.289134,0,a
1772207032.300147,0,a
1772207032.311124,0,a
1772207032.3221068,0,a
1772207032.333168,0,a
1772207032.344108,0,a
1772207032.355136,0,a
1772207032.366154,0,a
1772207032.377103,0,a
1772207032.388114,0,a
1772207032.3991191,0,a
1772207032.410143,0,a
1772207032.4211662,0,a
1772207032.432159,0,a
1772207032.443142,0,a
1772207032.454151,0,a
1772207032.465157,0,a
1772207032.476375,0,a
1772207032.48711,0,a
1772207032.498162,0,a
1772207032.50915,0,a
1772207032.520139,0,a
1772207032.531119,0,a
1772207032.542121,0,a
1772207032.5531251,0,a
1772207032.56416,0,a
1772207032.575595,0,a
1772207032.586113,0,a
1772207032.597143,0,a
1772207032.608154,0,a
1772207032.6191528,0,a
1772207032.6301372,0,a
1772207032.641149,0,a
1772207032.652173,0,a
1772207032.663122,0,a
1772207032.674021,0,a
1772207032.685028,0,a
1772207032.695989,0,a
1772207032.706988,0,a
1772207032.718045,0,a
1772207032.7289941,0,a
1772207032.739999,0,a
1772207032.751006,0,a
1772207032.761987,0,a
1772207032.773037,0,a
1772207032.784031,0,a
1772207032.7949991,0,a
1772207032.80604,0,a
1772207032.816997,0,a
1772207032.827991,0,a
1772207032.839071,0,a
1772207032.850059,0,a
1772207032.860992,0,a
1772207032.872009,0,a
1772207032.882991,0,a
1772207032.894003,0,a
1772207032.9050372,0,a
1772207032.916908,0,a
1772207032.927028,0,a
1772207032.9380312,0,a
1772207032.9490402,0,a
1772207032.9600089,0,a
1772207032.970995,0,a
1772207032.9820359,0,a
1772207032.9930072,0,a
1772207033.004033,0,a
1772207033.015082,0,a
1772207033.026002,0,a
1772207033.037054,0,a
1772207033.048021,0,a
1772207033.0589921,0,a
1772207033.070001,0,a
1772207033.081066,0,a
1772207033.091989,0,a
1772207033.1030378,0,a
1772207033.114044,0,a
1772207033.125026,0,a
1772207033.136821,0,a
1772207033.147018,0,a
1772207033.158019,0,a
1772207033.1690009,0,a
1772207033.179989,0,a
1772207033.190985,0,a
1772207033.202004,0,a
1772207033.213043,0,a
1772207033.224016,0,a
1772207033.235049,0,a
1772207033.246002,0,a
1772207033.2569852,0,a
1772207033.2679942,0,a
1772207033.278971,0,a
1772207033.2899861,0,a
1772207033.301003,0,a
1772207033.3121338,0,a
1772207033.3230278,0,a
1772207033.334053,0,a
1772207033.3449888,0,a
1772207033.356797,0,a
1772207033.367002,0,a
1772207033.377994,0,a
1772207033.38899,0,a
1772207033.3999958,0,a
1772207033.4109938,0,a
1772207033.421985,0,a
1772207033.433013,0,a
1772207033.444031,0,a
1772207033.455041,0,a
1772207033.466023,0,a
1772207033.476984,0,a
1772207033.487999,0,a
1772207033.498997,0,a
1772207033.510035,0,a
1772207033.520994,0,a
1772207033.531997,0,a
1772207033.542984,0,a
