timestamp,ch1,ch2,label
1777450428.4184918,2142,0,cc
1777450428.418541,2104,0,cc
1777450428.425216,2008,0,cc
1777450428.430563,1919,0,cc
1777450428.430597,2001,0,cc
1777450428.430625,2124,0,cc
1777450428.4313831,2129,0,cc
1777450428.434125,2080,0,cc
1777450428.436913,1986,0,cc
1777450428.439893,1920,0,cc
1777450428.4474702,2047,0,cc
1777450428.4490461,2176,0,cc
1777450428.4512022,2146,0,cc
1777450428.4551182,2032,0,cc
1777450428.4552991,1915,0,cc
1777450428.458345,1979,0,cc
1777450428.46109,2131,0,cc
1777450428.463886,2147,0,cc
1777450428.471956,2132,0,cc
1777450428.472248,1995,0,cc
1777450428.474529,1944,0,cc
1777450428.476769,2094,0,cc
1777450428.4793139,2217,0,cc
1777450428.482601,2168,0,cc
1777450428.485234,2062,0,cc
1777450428.492206,1959,0,cc
1777450428.494349,2007,0,cc
1777450428.496653,2116,0,cc
1777450428.4989078,2217,0,cc
1777450428.502281,2099,0,cc
1777450428.503946,2005,0,cc
1777450428.506749,1957,0,cc
1777450428.5094662,2083,0,cc
1777450428.51554,2170,0,cc
1777450428.5158331,2173,0,cc
1777450428.52091,2110,0,cc
1777450428.5209699,1972,0,cc
1777450428.5238929,1990,0,cc
1777450428.526887,2128,0,cc
1777450428.5298922,2186,0,cc
1777450428.535915,2143,0,cc
1777450428.537245,2020,0,cc
1777450428.539519,1934,0,cc
1777450428.541983,2029,0,cc
1777450428.545401,2162,0,cc
1777450428.548021,2155,0,cc
1777450428.550875,2095,0,cc
1777450428.557179,1949,0,cc
1777450428.558354,1956,0,cc
1777450428.562111,2105,0,cc
1777450428.564391,2177,0,cc
1777450428.567054,2123,0,cc
1777450428.569034,2027,0,cc
1777450428.571902,1916,0,cc
1777450428.574891,2019,0,cc
1777450428.580092,2137,0,cc
1777450428.582551,2172,0,cc
1777450428.5842361,2086,0,cc
1777450428.587874,1983,0,cc
1777450428.5905652,1927,0,cc
1777450428.593205,2071,0,cc
1777450428.59938,2134,0,cc
1777450428.600512,2140,0,cc
1777450428.603981,2055,0,cc
1777450428.607163,1924,0,cc
1777450428.609023,1995,0,cc
1777450428.6108959,2109,0,cc
1777450428.6138968,2168,0,cc
1777450428.61704,2114,0,cc
1777450428.6217,1991,0,cc
1777450428.6245399,1908,0,cc
1777450428.62704,2051,0,cc
1777450428.62966,2168,0,cc
1777450428.632389,2172,0,cc
1777450428.635345,2067,0,cc
1777450428.637962,1907,0,cc
1777450428.643874,1981,0,cc
1777450428.644038,2165,0,cc
