timestamp,ch1,ch2,label
1779267328.475747,2036,2164,7_S
1779267328.476423,2054,1966,7_S
1779267328.4795039,2070,2780,7_S
1779267328.4825668,2108,2670,7_S
1779267328.483476,2044,1949,7_S
1779267328.485735,1975,1962,7_S
1779267328.4860852,1986,2110,7_S
1779267328.486321,2049,1893,7_S
1779267328.4887838,2052,1978,7_S
1779267328.493184,2008,2142,7_S
1779267328.4970539,2055,2491,7_S
1779267328.497216,2125,2792,7_S
1779267328.49731,2179,2185,7_S
1779267328.498703,1911,1875,7_S
1779267328.50015,1916,2052,7_S
1779267328.5028129,2073,2099,7_S
1779267328.5115561,2186,1656,7_S
1779267328.513969,2035,2228,7_S
1779267328.51832,1974,2227,7_S
1779267328.519888,2018,2956,7_S
1779267328.5203562,2104,2478,7_S
1779267328.5207732,2132,1849,7_S
1779267328.521358,2115,1923,7_S
1779267328.524328,2038,2099,7_S
1779267328.5247412,2106,1579,7_S
1779267328.524849,1970,2180,7_S
1779267328.524939,1940,1970,7_S
1779267328.52637,1955,2815,7_S
1779267328.527771,2122,2648,7_S
1779267328.530483,2060,1929,7_S
1779267328.540443,1953,1988,7_S
1779267328.542412,1959,2183,7_S
1779267328.545473,2086,1887,7_S
1779267328.54746,2164,2000,7_S
1779267328.547935,2180,2143,7_S
1779267328.548418,2001,2535,7_S
1779267328.55088,1960,2784,7_S
1779267328.5518148,2083,2167,7_S
1779267328.552045,2049,1866,7_S
1779267328.552156,2111,2061,7_S
1779267328.552227,2091,2010,7_S
1779267328.561333,2083,1688,7_S
1779267328.563443,2077,2230,7_S
1779267328.565751,2065,2241,7_S
1779267328.568259,2109,2915,7_S
1779267328.5700438,2162,2386,7_S
1779267328.5705888,2045,1854,7_S
1779267328.570959,1997,1960,7_S
1779267328.5712872,1995,2135,7_S
1779267328.57167,2034,1570,7_S
1779267328.5720372,1963,2185,7_S
1779267328.575169,1953,1956,7_S
1779267328.576546,2038,2889,7_S
1779267328.578043,2118,2648,7_S
1779267328.5806878,2009,1920,7_S
1779267328.587469,2003,1914,7_S
1779267328.59074,2035,2111,7_S
1779267328.59361,2103,1813,7_S
1779267328.595417,2040,2014,7_S
1779267328.5957792,2072,2119,7_S
1779267328.597454,2073,2598,7_S
1779267328.597857,2097,2811,7_S
1779267328.598597,1998,2144,7_S
1779267328.599114,1958,1866,7_S
1779267328.601978,2052,2079,7_S
1779267328.6023512,2190,2065,7_S
1779267328.603786,2144,1713,7_S
1779267328.611826,2010,2218,7_S
1779267328.6142561,1991,2272,7_S
1779267328.618131,2114,2928,7_S
1779267328.6184719,2139,2403,7_S
1779267328.618826,2089,1857,7_S
1779267328.620521,2011,1972,7_S
1779267328.620899,2024,2130,7_S
1779267328.62145,2069,1541,7_S
1779267328.6245918,2015,2196,7_S
1779267328.624803,1958,1967,7_S
1779267328.626254,2087,2856,7_S
1779267328.628955,2138,2606,7_S
1779267328.630311,2112,1908,7_S
1779267328.637277,2036,1906,7_S
1779267328.639909,1994,2113,7_S
1779267328.6450088,2019,1738,7_S
1779267328.645347,2035,2041,7_S
1779267328.647219,2093,2101,7_S
1779267328.647465,2054,2581,7_S
1779267328.647916,2021,2775,7_S
1779267328.648351,2052,2116,7_S
1779267328.6488361,2140,1882,7_S
1779267328.652029,2021,2083,7_S
1779267328.652164,1962,2069,7_S
1779267328.658526,2074,1745,7_S
1779267328.660362,2126,2217,7_S
1779267328.6632729,2071,2347,7_S
1779267328.665718,2020,2933,7_S
1779267328.669792,2008,2397,7_S
1779267328.670285,2106,1857,7_S
1779267328.670662,2106,1914,7_S
1779267328.6710029,2140,2105,7_S
1779267328.6715899,2047,1527,7_S
1779267328.674745,1924,2200,7_S
1779267328.674836,2001,1992,7_S
1779267328.676252,2130,2802,7_S
1779267328.67891,2142,2580,7_S
1779267328.680599,2008,1901,7_S
1779267328.685686,2097,1939,7_S
1779267328.6870568,2011,2161,7_S
1779267328.6901262,2019,1811,7_S
1779267328.6929479,2031,2051,7_S
1779267328.695136,2028,2087,7_S
1779267328.69699,2041,2661,7_S
1779267328.697338,2017,2781,7_S
1779267328.6976829,2073,2101,7_S
1779267328.698199,2079,1889,7_S
1779267328.701331,2058,2078,7_S
1779267328.702784,2071,1992,7_S
1779267328.712807,2040,1776,7_S
1779267328.7132301,2019,2207,7_S
1779267328.715679,2060,2345,7_S
1779267328.718221,2120,2868,7_S
1779267328.7205272,2064,2351,7_S
1779267328.720868,1988,1861,7_S
1779267328.721301,2015,1952,7_S
1779267328.7216551,2126,2073,7_S
1779267328.721928,2074,1474,7_S
1779267328.722542,2101,2211,7_S
1779267328.726153,2123,1999,7_S
1779267328.72632,2075,2854,7_S
1779267328.727776,2065,2614,7_S
1779267328.730426,2058,1879,7_S
1779267328.7378612,2026,1966,7_S
1779267328.740514,1974,2173,7_S
1779267328.740848,1977,1843,7_S
1779267328.741152,1978,2076,7_S
1779267328.745356,2040,2075,7_S
1779267328.745858,2137,2675,7_S
1779267328.747997,2020,2785,7_S
1779267328.748579,2045,2072,7_S
1779267328.749111,2192,1869,7_S
1779267328.752469,2060,2077,7_S
1779267328.752806,2030,1988,7_S
1779267328.7542112,2099,1806,7_S
1779267328.761397,2105,2202,7_S
1779267328.761685,1984,2378,7_S
1779267328.7626529,1978,2930,7_S
1779267328.7667031,2051,2357,7_S
1779267328.767549,2117,1860,7_S
1779267328.7722208,2057,2033,7_S
1779267328.775226,2002,2136,7_S
1779267328.7758322,2065,1538,7_S
1779267328.776167,2061,2222,7_S
1779267328.776716,2057,2072,7_S
1779267328.777181,2062,2865,7_S
